"dceGroup","dceType","dceID","SurveyDateTime","StreamName","SiteName","dceName","SiteDescription","WettedWidth","SiteLength","BSCoordinateSource","BSLatitudeDD","BSLongitudeDD","BSPositionAccuracy","Datum","GRTSSiteID","GRTSLatitudeDD","GRTSLongitudeDD","Notes","PTAGISrkmCode","SubBasin","TSCoordinateSource","TSLatitudeDD","TSLongitudeDD","TSPositionAccuracy","Watershed","ProgramID","ProtocolName","ProjectName","SampledStatus","Gradient","WidthCategory","CreatedBy","CreatedDate","LastUpdatedBy","LastUpdatedDate","recordID_fldLog","dateTrans","dceID_cdb","ProgramName","DesignName","dataLoggerID","LoggerAppVersion","importDate","importSrc","importRecID","trans_SupDB","TimeZone","Crew","Equipment","rowID","Season","EndDateTime","SurveyDirection","VisitNumber","WaterTemperatureBegin","WaterTemperatureEnd","TotalFishCount","ReleaseDateTime","ReleaseTemperature","ReleaseSiteName","SurveyTiming","OriginalFile","dceNameARS","TSWettedWidth","BSWettedWidth","AvgWettedWidth","dataSet","GPSLogInterval","RiverLocationDS","RiverLocationUS","SurveyType","TrapLocation","DSReleaseLongitude","DSReleaseLatitude","DSPositionAccuracy","USReleaseLongitude","USReleaseLatitude","QA_Feb1016_RelationToFldLog_LF","QA_Feb1016_FldLog_LF_DceID"
"527","Depletion",527,"2010-05-09 09:44:00","Reservoir Creek","LEM-068047","LEM-068047-20100509-0944",,,160,"Handheld GPS",44.68058,-113.15594,3,,,,,,,"Lemhi","Handheld GPS",44.68658,-113.15544,3,,,"ISEMP Salmon and John Day Basin Remote PIT Tagging Protocol 2010","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging by QCI","Sampled",,"8","Matthew Dodds","2010-06-07 09:44:00","olsonje","2012-10-24 16:05:00",,"2012-11-15 13:20:53",6716,,"Juvenile Growth, Survival and Abundance in the Lemhi",,,,,,,"Mountain Daylight Time","Kris Crowley; Matthew Dodds; Sean Springer; Tulley Mackey","Hand Net; Seine 8 10' x 4'; E-Fisher 5",,"Summer","2010-05-09 16:00:00","Upstream",1,5,11.5,54,"2010-05-09 16:00:00",,"LEM-068047","Day",,"LEM-068047-dce-20100509-0944",,,,,,,,,,,,,,,"Resolved.  ARS dce.",273
"528","Count",528,"2010-10-18 12:20:53","Wimpey Creek","LEM-072543","LEM-072543-20101018-1253",,,160,"Handheld GPS",45.16243,-113.62455,7,,,,,,,"Lemhi","Handheld GPS",45.16343,-113.62343,9,,,"ISEMP Salmon and John Day Basin Remote PIT Tagging Protocol 2010","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging by QCI","Sampled",,"8","Matthew Dodds","2010-10-18 12:53:00","olsonje","2012-10-24 16:05:00",,"2012-11-15 13:20:53",6717,,"Juvenile Growth, Survival and Abundance in the Lemhi",,,,,,,"Mountain Daylight Time","Sean Springer; Tulley Mackey","Hand Net; E-Fisher 4",,"Summer","2010-10-18 12:54:00","Upstream",1,5,0,0,"2010-10-18 12:54:00",,"LEM-072543","Day",,"LEM-072543-dce-20101018-1253",,,,,,,,,,,,,,,"Resolved.  ARS dce.",274
"529","Count",529,"2010-06-30 15:25:02","Little Eightmile Creek","LEM-073423","LEM-073423-20100630-0407",,,160,"Handheld GPS",44.79703,-113.40473,3,,,,,,,"Lemhi","Handheld GPS",44.7979,-113.40401,3,,,"ISEMP Salmon and John Day Basin Remote PIT Tagging Protocol 2010","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging by QCI","Sampled",,"8","Kris Crowley","2010-06-30 16:07:00","olsonje","2012-10-24 16:05:00",,"2012-11-15 13:20:53",6718,,"Juvenile Growth, Survival and Abundance in the Lemhi",,,,,,,"Mountain Daylight Time","Matthew Dodds; Sean Springer; Tulley Mackey","Hand Net; Seine 8 10' x 4'; E-Fisher 5",,"Summer","2010-06-30 16:36:08","Upstream",1,8.5,8,31,"2010-06-30 16:36:08",,"LEM-073423","Day",,"LEM-073423-dce-20100630-0407",,,,,,,,,,,,,,,"Resolved.  ARS dce.",275
"530","Count",530,"2009-07-15 09:00:00","Texas Creek","LEM-075215","LEM-075215-20090715-0900",,,160,"Handheld GPS",44.52393,-113.28923,3,,,,,,,"Lemhi",,,,,,,"ISEMP Salmon River Remote PIT Tagging Protocol 2009","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging by IDFG","Sampled",,"8","skutskel","2009-11-27 13:23:30","olsonje","2012-10-24 16:05:00",,"2012-11-15 13:20:53",6719,,"Juvenile Growth, Survival and Abundance in the Lemhi",,,,,,,"Mountain Daylight Time","Andy Osler; Brad Wolf; Jessica Macumber; Samantha Kutskel","Electrofisher",,"Summer","2009-07-15 10:00:00","Upstream",1,16,16,0,,,,"Day","ARS_Roving_Lemhi_IDFG_23Feb2011.mdb","LEM-075215-dce-20090715-0900",,,,,,,,,,,,,,,"Resolved.  ARS dce.",152
"531","Depletion",531,"2009-07-16 10:30:00","Texas Creek","LEM-076751","LEM-076751-20090716-1030",,,160,"Handheld GPS",44.52393,-113.28923,3,,,,,,,"Lemhi",,,,,,,"ISEMP Salmon River Remote PIT Tagging Protocol 2009","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging by IDFG","Sampled",,"8","bbeller","2009-10-28 08:05:36","olsonje","2012-10-24 16:05:00",,"2012-11-15 13:20:53",6720,,"Juvenile Growth, Survival and Abundance in the Lemhi",,,,,,,"Mountain Daylight Time","Andy Osler; Brad Wolf; Samantha Kutskel","Electrofisher",,"Summer","2009-07-16 14:00:00","Upstream",1,12.7,12.7,2,"2009-07-16 14:00:00",12.7,"LEM-076751","Day","ARS_Roving_Lemhi_IDFG_23Feb2011.mdb","LEM-076751-dce-20090716-1030",,,,,,,,,,,,,,,"Resolved.  ARS dce.",153
"532","Count",532,"2010-08-11 13:59:00","Deer Creek","LEM-079311","LEM-079311-20100811-0159",,,160,"Office Document",44.49501,-113.31538,12,,,,,,,"Lemhi","Office Document",44.49389,-113.31618,11,,,"ISEMP Salmon and John Day Basin Remote PIT Tagging Protocol 2010","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging by QCI","Sampled",,"8","Kris Crowley","2010-08-11 13:59:00","olsonje","2012-10-24 16:05:00",,"2012-11-15 13:20:53",6721,,"Juvenile Growth, Survival and Abundance in the Lemhi",,,,,,,"Mountain Daylight Time","Kris Crowley; Matthew Dodds; Sean Springer","Hand Net; Seine 8 10' x 4'; E-Fisher 1",,"Summer","2010-08-11 14:00:41","Upstream",1,6,,13,"2010-08-11 14:00:41",,"LEM-079311","Day",,"LEM-079311-dce-20100811-0159",,,,,,,,,,,,,,,"Resolved.  ARS dce.",276
"533","Depletion",533,"2009-09-29 09:45:00","Big Timber Creek","LEM-080335","LEM-080335-20090929-0945",,,200,"Handheld GPS",44.58952,-113.39767,3,,,,,,,"Lemhi","Handheld GPS",44.58791,-113.39681,3,,,"ISEMP Salmon River Remote PIT Tagging Protocol 2009","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging by IDFG","Sampled",,"10","skutskel","2009-11-09 13:48:08","olsonje","2012-10-24 16:05:00",,"2012-11-15 13:20:53",6722,,"Juvenile Growth, Survival and Abundance in the Lemhi",,,,,,,"Mountain Daylight Time","Brandon Fahnholz; Jake Silcock; Samantha Kutskel","Electrofisher",,"Summer","2009-09-29 13:00:00","Upstream",1,8.4,8.4,60,"2009-09-29 13:00:00",8.4,"LEM-080335","Day","ARS_Roving_Lemhi_IDFG_23Feb2011.mdb","LEM-080335-dce-20090929-0945",,,,,,,,,,,,,,,"Resolved.  ARS dce.",154
"534","Depletion",534,"2010-09-27 10:30:16","Kenney Creek","LEM-083807","LEM-083807-20100927-1140",,,160,"Handheld GPS",45.03554,-113.63232,5,,,,,,,"Lemhi","Handheld GPS",45.03603,-113.6309,5,,,"ISEMP Salmon and John Day Basin Remote PIT Tagging Protocol 2010","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging by QCI","Sampled",,"8","Kris Crowley","2010-09-27 11:40:00","olsonje","2012-10-24 16:05:00",,"2012-11-15 13:20:53",6723,,"Juvenile Growth, Survival and Abundance in the Lemhi",,,,,,,"Mountain Daylight Time","Kris Crowley; Matthew Dodds; Tulley Mackey","Hand Net; E-Fisher 4",,"Summer","2010-09-27 15:07:11","Upstream",1,7.5,11.4,121,"2010-09-27 15:07:11",,"LEM-083807","Day",,"LEM-083807-dce-20100927-1140",,,,,,,,,,,,,,,"Resolved.  ARS dce.",277
"535","Depletion",535,"2009-07-14 08:30:00","Agency Creek","LEM-084831","LEM-084831-20090714-0830",,,160,"Handheld GPS",44.95479,-113.55059,3,,,,,,,"Lemhi",,,,,,,"ISEMP Salmon River Remote PIT Tagging Protocol 2009","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging by IDFG","Sampled",,"8","skutskel","2009-11-04 10:04:17","olsonje","2012-10-24 16:05:00",,"2012-11-15 13:20:53",6724,,"Juvenile Growth, Survival and Abundance in the Lemhi",,,,,,,"Mountain Daylight Time","Andy Osler; Brad Wolf; Samantha Kutskel","Electrofisher",,"Summer","2009-07-14 11:00:00","Upstream",1,10.3,10.3,10,"2009-07-14 11:00:00",10.3,"LEM-084831","Day","ARS_Roving_Lemhi_IDFG_23Feb2011.mdb","LEM-084831-dce-20090714-0830",,,,,,,,,,,,,,,"Resolved.  ARS dce.",157
"536","Depletion",536,"2009-09-01 11:30:00","Big Eightmile Creek","LEM-086063","LEM-086063-20090901-1130",,,160,"Handheld GPS",44.57914,-113.57874,3,,,,,,,"Lemhi","Handheld GPS",44.57782,-113.57904,3,,,"ISEMP Salmon River Remote PIT Tagging Protocol 2009","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging by IDFG","Sampled",,"8","skutskel","2009-11-06 10:11:13","olsonje","2012-10-24 16:05:00",,"2012-11-15 13:20:53",6725,,"Juvenile Growth, Survival and Abundance in the Lemhi",,,,,,,"Mountain Daylight Time","Brandon Fahnholz; Brent Beller; Jake Silcock; Samantha Kutskel","Electrofisher",,"Summer","2009-09-01 14:30:00","Upstream",1,7.1,7.1,108,"2009-09-01 14:30:00",7.1,"LEM-086063","Day","ARS_Roving_Lemhi_IDFG_23Feb2011.mdb","LEM-086063-dce-20090901-1130",,,,,,,,,,,,,,,"Resolved.  ARS dce.",158
"537","Depletion",537,"2009-09-17 11:00:00","Big Timber Creek","LEM-087503","LEM-087503-20090917-1100",,,240,"Handheld GPS",44.549,-113.40918,3,,,,,,,"Lemhi","Handheld GPS",44.54836,-113.41134,3,,,"ISEMP Salmon River Remote PIT Tagging Protocol 2009","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging by IDFG","Sampled",,"12","bbeller","2009-11-05 09:26:37","olsonje","2012-10-24 16:05:00",,"2012-11-15 13:20:53",6726,,"Juvenile Growth, Survival and Abundance in the Lemhi",,,,,,,"Mountain Daylight Time","Brent Beller; Jake Silcock; Samantha Kutskel","Electrofisher",,"Summer","2009-09-17 14:30:00","Upstream",1,11.3,11.3,52,"2009-09-17 14:30:00",11.3,"LEM-087503","Day","ARS_Roving_Lemhi_IDFG_23Feb2011.mdb","LEM-087503-dce-20090917-1100",,,,,,,,,,,,,,,"Resolved.  ARS dce.",159
"538","Mark",538,"2010-06-18 08:50:00","Mill Creek","LEM-091567","LEM-091567-20100618-0850",,,160,"Handheld GPS",44.70088,-113.59133,7,,,,,"E-fisher malfunction early into sampling.",,"Lemhi","Handheld GPS",44.69976,-113.59182,6,,,"ISEMP Salmon and John Day Basin Remote PIT Tagging Protocol 2010","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging by QCI","Sampled",,"8","Kris Crowley","2010-06-29 13:39:00","olsonje","2012-10-24 16:05:00",,"2012-11-15 13:20:53",6727,,"Juvenile Growth, Survival and Abundance in the Lemhi",,,,,,,"Mountain Daylight Time","Kris Crowley; Matthew Dodds; Sean Springer","Hand Net; Seine 8 10' x 4'; E-Fisher 5",,"Summer","2010-06-18 13:40:00","Upstream",1,2.5,5,5,"2010-06-18 13:40:00",,"LEM-091567","Day",,"LEM-091567-dce-20100618-0850",,,,,,,,,,,,,,,"Resolved.  ARS dce.",278
"538","Mark",539,"2010-06-18 11:00:00","Mill Creek","LEM-091567","LEM-091567-20100618-1100",,,160,"Handheld GPS",44.70088,-113.59133,7,,,,,,,"Lemhi","Handheld GPS",44.69976,-113.59182,6,,,"ISEMP Salmon and John Day Basin Remote PIT Tagging Protocol 2010","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging by QCI","Sampled",,"8","Kris Crowley","2010-06-29 13:40:00","olsonje","2012-10-24 16:05:00",,"2012-11-15 13:20:53",6728,,"Juvenile Growth, Survival and Abundance in the Lemhi",,,,,,,"Mountain Daylight Time","Kris Crowley; Sean Springer","Fly Rod and Reel; Ultralite Spinning Rod",,"Summer","2010-06-18 13:41:00","Upstream",1,3,5,2,"2010-06-18 13:41:00",,"LEM-091567","Day",,"LEM-091567-dce-20100618-1100",,,,,,,,,,,,,,,"Resolved.  ARS dce.",279
"538","Recapture",540,"2010-06-19 14:17:00","Mill Creek","LEM-091567","LEM-091567-20100619-1417",,,160,"Handheld GPS",44.70081,-113.59146,6,,,,,,,"Lemhi","Handheld GPS",44.69973,-113.5918,5,,,"ISEMP Salmon and John Day Basin Remote PIT Tagging Protocol 2010","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging by QCI","Sampled",,"8","Kris Crowley","2010-06-29 14:17:00","olsonje","2012-10-24 16:05:00",,"2012-11-15 13:20:53",6729,,"Juvenile Growth, Survival and Abundance in the Lemhi",,,,,,,"Mountain Daylight Time","Matthew Dodds; Sean Springer; Tulley Mackey","Hand Net; Seine 8 10' x 4'; E-Fisher 5",,"Summer","2010-06-19 16:19:00","Upstream",2,5,6,12,"2010-06-19 16:19:00",,"LEM-091567","Day",,"LEM-091567-dce-20100619-1417",,,,,,,,,,,,,,,"Resolved.  ARS dce.",280
"541","Depletion",541,"2010-08-11 09:20:01","Big Timber Creek","LEM-091599","LEM-091599-20100811-1000",,,160,"Office Document",44.69192,-113.3714,3,,,,,,,"Lemhi","Office Document",44.69075,-113.37054,3,,,"ISEMP Salmon and John Day Basin Remote PIT Tagging Protocol 2010","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging by QCI","Sampled",,"8","Kris Crowley","2010-08-11 10:00:00","olsonje","2012-10-24 16:05:00",,"2012-11-15 13:20:53",6730,,"Juvenile Growth, Survival and Abundance in the Lemhi",,,,,,,"Mountain Daylight Time","Kris Crowley; Sean Springer","Seine 8 10' x 4'; E-Fisher 1",,"Summer","2010-08-11 11:40:34","Upstream",1,9.5,,10,"2010-08-11 11:40:34",,"LEM-091599","Day",,"LEM-091599-dce-20100811-1000",,,,,,,,,,,,,,,"Resolved.  ARS dce.",281
"542","Count",542,"2009-09-28 11:00:00","Haynes Creek","LEM-094047","LEM-094047-20090928-1100",,,160,"Handheld GPS",44.9954,-113.77912,3,,,,,,,"Lemhi",,,,,,,"ISEMP Salmon River Remote PIT Tagging Protocol 2009","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging by IDFG","Sampled",,"8","skutskel","2009-11-27 13:34:40","olsonje","2012-10-24 16:05:00",,"2012-11-15 13:20:53",6731,,"Juvenile Growth, Survival and Abundance in the Lemhi",,,,,,,"Mountain Daylight Time","Brandon Fahnholz; Brent Beller; Jake Silcock; Samantha Kutskel","Electrofisher",,"Summer","2009-09-28 11:40:00","Upstream",1,4.4,4.4,0,,,,"Day","ARS_Roving_Lemhi_IDFG_23Feb2011.mdb","LEM-094047-dce-20090928-1100",,,,,,,,,,,,,,,"Resolved.  ARS dce.",161
"543","Count",543,"2009-07-22 10:15:00","Kenney Creek","LEM-100191","LEM-100191-20090722-1015",,,160,,,,,,,,,,,"Lemhi",,,,,,,"ISEMP Salmon River Remote PIT Tagging Protocol 2009","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging by IDFG","Sampled",,"8","skutskel","2009-11-04 09:28:16","olsonje","2012-10-24 16:05:00",,"2012-11-15 13:20:53",6732,,"Juvenile Growth, Survival and Abundance in the Lemhi",,,,,,,"Mountain Daylight Time","Andy Osler; Jessica Macumber; Mike Biggs; Samantha Kutskel","Electrofisher",,"Summer","2009-07-22 11:48:00","Upstream",1,9.300000000000001,9.300000000000001,20,"2009-07-22 11:48:00",9.300000000000001,"LEM-100191","Day","ARS_Roving_Lemhi_IDFG_23Feb2011.mdb","LEM-100191-dce-20090722-1015",,,,,,,,,,,,,,,"Resolved.  ARS dce.",163
"544","Depletion",544,"2009-07-30 10:00:00","Big Bear Creek","LEM-100303","LEM-100303-20090730-1000",,,160,"Handheld GPS",44.65998,-113.10488,,,,,,,,"Lemhi",,,,,,,"ISEMP Salmon River Remote PIT Tagging Protocol 2009","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging by IDFG","Sampled",,"8","mbiggs","2009-10-20 14:01:01","olsonje","2012-10-24 16:05:00",,"2012-11-15 13:20:53",6733,,"Juvenile Growth, Survival and Abundance in the Lemhi",,,,,,,"Mountain Daylight Time","Andy Osler; Brad Wolf; Drew Wickard; Jessica Macumber","Electrofisher",,"Summer","2009-07-30 10:00:00","Upstream",1,8.699999999999999,8.699999999999999,23,"2009-07-30 10:00:00",8.699999999999999,"LEM-100303","Day","ARS_Roving_Lemhi_IDFG_23Feb2011.mdb","LEM-100303-dce-20090730-1000",,,,,,,,,,,,,,,"Resolved.  ARS dce.",164
"545","Count",545,"2010-07-02 11:45:33","Reservoir Creek","LEM-100815","LEM-100815-20100702-0110",,,160,"Handheld GPS",44.70225,-113.13272,3,,,,,,,"Lemhi","Handheld GPS",44.7028,-113.13141,4,,,"ISEMP Salmon and John Day Basin Remote PIT Tagging Protocol 2010","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging by QCI","Sampled",,"8","Kris Crowley","2010-07-02 13:10:00","olsonje","2012-10-24 16:05:00",,"2012-11-15 13:20:53",6734,,"Juvenile Growth, Survival and Abundance in the Lemhi",,,,,,,"Mountain Daylight Time","Kris Crowley; Matthew Dodds; Tulley Mackey","Hand Net; Seine 8 10' x 4'; E-Fisher 5",,"Summer","2010-07-02 14:17:07","Upstream",1,10,12,35,"2010-07-02 14:17:07",,"LEM-100815","Day",,"LEM-100815-dce-20100702-0110",,,,,,,,,,,,,,,"Resolved.  ARS dce.",282
"546","Depletion",546,"2009-08-05 10:30:00","Wright Creek","LEM-101551","LEM-101551-20090805-1030",,,160,"Handheld GPS",44.75647,-113.80045,3,,,,,,,"Lemhi","Handheld GPS",44.75621,-113.80243,3,,,"ISEMP Salmon River Remote PIT Tagging Protocol 2009","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging by IDFG","Sampled",,"8","skutskel","2009-10-28 15:14:55","olsonje","2012-10-24 16:05:00",,"2012-11-15 13:20:53",6735,,"Juvenile Growth, Survival and Abundance in the Lemhi",,,,,,,"Mountain Daylight Time","Brad Wolf; Mike Biggs","Electrofisher",,"Summer","2009-08-05 15:05:00","Upstream",1,8.300000000000001,8.300000000000001,66,"2009-08-05 15:05:00",8.300000000000001,"LEM-101551","Day","ARS_Roving_Lemhi_IDFG_23Feb2011.mdb","LEM-101551-dce-20090805-1030",,,,,,,,,,,,,,,"Resolved.  ARS dce.",165
"547","Depletion",547,"2009-08-03 16:12:00","East Fork Hayden Creek","LEM-107439","LEM-107439-20090803-1612",,,160,,,,,,,,,,,"Lemhi",,,,,,,"ISEMP Salmon River Remote PIT Tagging Protocol 2009","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging by IDFG","Sampled",,"8","skutskel","2009-10-27 14:12:56","olsonje","2012-10-24 16:05:00",,"2012-11-15 13:20:53",6736,,"Juvenile Growth, Survival and Abundance in the Lemhi",,,,,,,"Mountain Daylight Time","Brad Buechel; Brad Wolf; Drew Wickard; Jessica Macumber","Electrofisher",,"Summer","2009-08-03 20:00:00","Upstream",1,8,8,66,"2009-08-03 20:00:00",8,"LEM-107439","Day","ARS_Roving_Lemhi_IDFG_23Feb2011.mdb","LEM-107439-dce-20090803-1612",,,,,,,,,,,,,,,"Resolved.  ARS dce.",168
"548","Depletion",548,"2009-08-03 10:30:00","Bear Valley Creek","LEM-109999","LEM-109999-20090803-1030",,,160,"Handheld GPS",44.78564,-113.76361,3,,,,,,,"Lemhi",,,,,,,"ISEMP Salmon River Remote PIT Tagging Protocol 2009","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging by IDFG","Sampled",,"8","skutskel","2009-10-28 14:05:01","olsonje","2012-10-24 16:05:00",,"2012-11-15 13:20:53",6737,,"Juvenile Growth, Survival and Abundance in the Lemhi",,,,,,,"Mountain Daylight Time","Brad Buechel; Brad Wolf; Drew Wickard; Jessica Macumber","Electrofisher",,"Summer","2009-08-03 14:00:00","Upstream",1,10,10,31,"2009-08-03 14:00:00",10,"LEM-109999","Day","ARS_Roving_Lemhi_IDFG_23Feb2011.mdb","LEM-109999-dce-20090803-1030",,,,,,,,,,,,,,,"Resolved.  ARS dce.",169
"549","Count",549,"2009-07-06 13:45:00","Withington Creek","LEM-111535","LEM-111535-20090706-1345",,,156.5,"Handheld GPS",45.04434,-113.82453,3,,,,,,,"Lemhi","Handheld GPS",45.04446,-113.82347,3,,,"ISEMP Salmon River Remote PIT Tagging Protocol 2009","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging by IDFG","Sampled",,"8","bbeller","2009-10-29 08:03:19","olsonje","2012-10-24 16:05:00",,"2012-11-15 13:20:53",6738,,"Juvenile Growth, Survival and Abundance in the Lemhi",,,,,,,"Mountain Daylight Time","Andy Osler; Drew Wickard; Jessica Macumber; Samantha Kutskel","Electrofisher",,"Summer","2009-07-06 16:00:00","Upstream",1,13.9,13.9,36,"2009-07-06 16:00:00",13.9,"LEM-111535","Day","ARS_Roving_Lemhi_IDFG_23Feb2011.mdb","LEM-111535-dce-20090706-1345",,,,,,,,,,,,,,,"Resolved.  ARS dce.",170
"550","Count",550,"2009-06-29 15:20:00","McDevitt Creek","LEM-112559","LEM-112559-20090629-1520",,,160,"Handheld GPS",44.92414,-113.73919,3,,,,,,,"Lemhi",,,,,,,"ISEMP Salmon River Remote PIT Tagging Protocol 2009","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging by IDFG","Sampled",,"8","skutskel","2009-11-04 08:24:53","olsonje","2012-10-24 16:05:00",,"2012-11-15 13:20:53",6739,,"Juvenile Growth, Survival and Abundance in the Lemhi",,,,,,,"Mountain Daylight Time","Andy Osler; Brad Wolf; Jessica Macumber; Samantha Kutskel","Electrofisher",,"Summer","2009-06-29 16:20:00","Upstream",1,12.9,12.9,14,"2009-06-29 16:20:00",12.9,"LEM-112559","Day","ARS_Roving_Lemhi_IDFG_23Feb2011.mdb","LEM-112559-dce-20090629-1520",,,,,,,,,,,,,,,"Resolved.  ARS dce.",171
"551","Count",551,"2009-07-15 09:00:00","Hawley Creek","LEM-116175","LEM-116175-20090715-0900",,,160,,,,,,,,,,,"Lemhi",,,,,,,"ISEMP Salmon River Remote PIT Tagging Protocol 2009","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging by IDFG","Sampled",,"8","skutskel","2009-11-27 13:38:32","olsonje","2012-10-24 16:05:00",,"2012-11-15 13:20:53",6740,,"Juvenile Growth, Survival and Abundance in the Lemhi",,,,,,,"Mountain Daylight Time","Andy Osler; Brad Wolf; Drew Wickard; Samantha Kutskel","Electrofisher",,"Summer","2009-07-15 10:00:00","Upstream",1,14,14,0,,,,"Day","ARS_Roving_Lemhi_IDFG_23Feb2011.mdb","LEM-116175-dce-20090715-0900",,,,,,,,,,,,,,,"Resolved.  ARS dce.",172
"552","Depletion",552,"2009-08-19 09:00:00","Lemhi River","LEM-119215","LEM-119215-20090819-2100",,,280,"Handheld GPS",44.81748,-113.58647,3,,,,,,,"Lemhi","Handheld GPS",44.81583,-113.58459,3,,,"ISEMP Salmon River Remote PIT Tagging Protocol 2009","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging by IDFG","Sampled",,"14","skutskel","2009-10-29 15:16:54","olsonje","2012-10-24 16:05:00",,"2012-11-15 13:20:53",6741,,"Juvenile Growth, Survival and Abundance in the Lemhi",,,,,,,"Mountain Daylight Time","Brad Buechel; Brad Wolf; Brandon Fahnholz; Jessica Macumber","Electrofisher",,"Summer","2009-08-19 15:00:00","Upstream",1,17,17,1,"2009-08-19 15:00:00",17,"LEM-119215","Day","ARS_Roving_Lemhi_IDFG_23Feb2011.mdb","LEM-119215-dce-20090819-2100",,,,,,,,,,,,,,,"Resolved.  ARS dce.",173
"553","Count",553,"2010-08-12 08:37:00","Lemhi River","LEM-119215","LEM-119215-20100812-0837",,,280,"Handheld GPS",44.8175,-113.58649,3,,,,,,,"Lemhi","Handheld GPS",44.81584,-113.5846,4,,,"ISEMP Salmon and John Day Basin Remote PIT Tagging Protocol 2010","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging by QCI","Sampled",,"14","Kris Crowley","2010-08-12 08:37:00","olsonje","2012-10-24 16:05:00",,"2012-11-15 13:20:53",6742,,"Juvenile Growth, Survival and Abundance in the Lemhi",,,,,,,"Mountain Daylight Time","Kris Crowley; Matthew Dodds; Sean Springer; Tulley Mackey","Hand Net; Seine 8 10' x 4'; E-Fisher 1",,"Summer","2010-08-12 13:09:11","Upstream",1,8,12,87,"2010-08-12 13:09:11",,"LEM-119215","Day",,"LEM-119215-dce-20100812-0837",,,,,,,,,,,,,,,"Resolved.  ARS dce.",283
"555","Mark",554,"2010-09-07 13:52:00","Lemhi River","LEM-119215","LEM-119215-20100907-0152",,,280,"Handheld GPS",44.8175,-113.58649,4,,,,,,,"Lemhi","Handheld GPS",44.81584,-113.5846,3,,,"ISEMP Salmon and John Day Basin Remote PIT Tagging Protocol 2010","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging by QCI","Sampled",,"14","Kris Crowley","2010-09-07 13:52:00","olsonje","2012-10-24 16:05:00",,"2012-11-15 13:20:53",6743,,"Juvenile Growth, Survival and Abundance in the Lemhi",,,,,,,"Mountain Daylight Time","Kris Crowley; Matthew Dodds; Sean Springer","Hand Net; Seine 8 10' x 4'; E-Fisher 1",,"Summer","2010-09-07 17:56:24","Upstream",2,11.6,13.5,64,"2010-09-07 17:56:24",,"LEM-119215","Day",,"LEM-119215-dce-20100907-0152",,,,,,,,,,,,,,,"Resolved.  ARS dce.",284
"555","Mark",555,"2010-09-07 10:06:00","Lemhi River","LEM-119215","LEM-119215-20100907-1006",,,280,"Handheld GPS",44.8175,-113.58649,4,,,,,,,"Lemhi","Handheld GPS",44.81584,-113.5846,3,,,"ISEMP Salmon and John Day Basin Remote PIT Tagging Protocol 2010","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging by QCI","Sampled",,"14","Kris Crowley","2010-09-07 10:06:00","olsonje","2012-10-24 16:05:00",,"2012-11-15 13:20:53",6744,,"Juvenile Growth, Survival and Abundance in the Lemhi",,,,,,,"Mountain Daylight Time","Kris Crowley; Matthew Dodds; Sean Springer; Tulley Mackey","Ultralite Spinning Rod; Fly Rod and Reel",,"Summer","2010-09-07 16:27:05","Upstream",2,8,13.6,24,"2010-09-07 16:27:05",,"LEM-119215","Day",,"LEM-119215-dce-20100907-1006",,,,,,,,,,,,,,,"Resolved.  ARS dce.",285
